Suburb,Address,Rooms,Type,Price,Method,Seller,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Region,Propertycount,LogPrice,SaleYear,SaleMonth,PropertyAge,Price_per_sqm
Malvern East,44 Thurso St,4,h,1300000,S,J,2023-09-03,11.2,3145,3,2,2.0,644,,,Stonnington,-37.8747,145.0836,Southern Metropolitan,8801,14.077875591662238,2023,9,,
Malvern East,375 Waverley Rd,4,h,1675000,PI,Thomson,2023-09-03,11.2,3145,3,2,4.0,727,,,Stonnington,-37.8779,145.0651,Southern Metropolitan,8801,14.331324320256051,2023,9,,
Middle Park,277 Danks St,3,h,2600000,VB,Cayzer,2023-09-03,4.1,3206,3,1,1.0,279,133.0,1900.0,Port Phillip,-37.8499,144.957,Southern Metropolitan,2019,14.77102238760702,2023,9,123.0,19548.872180451126
Mont Albert,371 Elgar Rd,2,h,1320000,SP,Lindellas,2023-09-03,11.8,3127,2,1,1.0,613,115.0,1950.0,Whitehorse,-37.8238,145.1135,Eastern Metropolitan,2079,14.093143052138025,2023,9,73.0,11478.260869565218
Mont Albert,17 Rowland St,4,h,2850000,S,Jellis,2023-09-03,11.8,3127,4,2,2.0,1388,,,Whitehorse,-37.82,145.1118,Eastern Metropolitan,2079,14.862829903121964,2023,9,,
Moonee Ponds,504/26 Shuter St,3,u,670000,S,Nelson,2023-09-03,6.9,3039,3,2,2.0,0,120.0,2000.0,Moonee Valley,-37.7672,144.9209,Western Metropolitan,6232,13.415034483903348,2023,9,23.0,5583.333333333333
Moorabbin,21 Fiddes St,3,h,1224000,S,Buxton,2023-09-03,14.6,3189,3,1,3.0,834,143.0,1960.0,Kingston,-37.9376,145.0474,Southern Metropolitan,2555,14.01763555904754,2023,9,63.0,8559.44055944056
Moorabbin,23 Fiddes St,3,h,1020000,S,Buxton,2023-09-03,14.6,3189,3,1,3.0,771,,,Kingston,-37.9375,145.0474,Southern Metropolitan,2555,13.83531416565213,2023,9,,
Moorabbin,19 Hamer St,3,h,1000000,S,O'Brien,2023-09-03,14.6,3189,3,2,2.0,573,150.0,1970.0,Kingston,-37.9428,145.044,Southern Metropolitan,2555,13.815511557963774,2023,9,53.0,6666.666666666667
Moorabbin,6/1015 Nepean Hwy,1,u,380500,S,Ray,2023-09-03,14.6,3189,1,1,1.0,106,51.0,1990.0,Kingston,-37.9374,145.0388,Southern Metropolitan,2555,12.849244084401318,2023,9,33.0,7460.78431372549
Newport,23a Farm St,3,h,1025000,SP,Sweeney,2023-09-03,8.4,3015,3,2,2.0,301,195.0,,Hobsons Bay,-37.842,144.8902,Western Metropolitan,5498,13.840204146163925,2023,9,,5256.410256410257
Newport,1/26 Thorpe St,3,h,826000,S,Village,2023-09-03,8.4,3015,2,1,2.0,281,100.0,1957.0,Hobsons Bay,-37.8457,144.8651,Western Metropolitan,5498,13.624351263156136,2023,9,66.0,8260.0
Niddrie,28 Coghlan St,3,t,830000,S,Barry,2023-09-03,11.2,3042,3,3,2.0,303,236.0,2013.0,Moonee Valley,-37.742,144.8885,Western Metropolitan,2291,13.629182184591333,2023,9,10.0,3516.9491525423728
Niddrie,3a Irving St,3,h,780000,PI,McDonald,2023-09-03,11.2,3042,3,2,2.0,274,,,Moonee Valley,-37.7353,144.8907,Western Metropolitan,2291,13.567050480716235,2023,9,,
North Melbourne,10 Canning St,4,h,2920000,S,Nelson,2023-09-03,2.3,3051,4,3,4.0,310,276.0,1880.0,Melbourne,-37.7958,144.944,Northern Metropolitan,6821,14.887094516710158,2023,9,143.0,10579.710144927536
North Melbourne,90 Molesworth St,3,h,1635000,S,Nelson,2023-09-03,2.3,3051,2,1,0.0,517,,,Melbourne,-37.7967,144.9472,Northern Metropolitan,6821,14.3071539739341,2023,9,,
North Melbourne,208/150 Peel St,1,u,491000,SP,Nelson,2023-09-03,2.3,3051,1,1,1.0,0,,,Melbourne,-37.8044,144.9566,Northern Metropolitan,6821,13.104201443434462,2023,9,,
Northcote,43 Christmas St,2,h,1286000,S,McGrath,2023-09-03,5.5,3070,2,1,1.0,245,108.0,1890.0,Darebin,-37.7662,145.0096,Northern Metropolitan,11364,14.067047961384375,2023,9,133.0,11907.407407407407
Northcote,30 Clarke St,3,h,1200000,S,Nelson,2023-09-03,5.5,3070,3,1,1.0,215,125.0,1920.0,Darebin,-37.7759,144.9909,Northern Metropolitan,11364,13.997832948091215,2023,9,103.0,9600.0
Northcote,57A Derby St,3,h,1382500,SA,Nelson,2023-09-03,5.5,3070,3,2,2.0,286,188.0,2007.0,Darebin,-37.7708,145.0054,Northern Metropolitan,11364,14.139404735705671,2023,9,16.0,7353.723404255319
Northcote,3/412 High St,2,u,630000,S,McGrath,2023-09-03,5.5,3070,2,2,1.0,0,,,Darebin,-37.7679,144.9994,Northern Metropolitan,11364,13.353476685668044,2023,9,,
Northcote,24 Jessie St,4,h,1600000,VB,Jellis,2023-09-03,5.5,3070,4,2,1.0,464,179.0,1910.0,Darebin,-37.7805,145.004,Northern Metropolitan,11364,14.285514812209815,2023,9,113.0,8938.54748603352
Oak Park,14 Marie St,3,h,892000,S,Nelson,2023-09-03,11.5,3046,3,1,3.0,757,,,Moreland,-37.718,144.9174,Northern Metropolitan,2651,13.70122253263775,2023,9,,
Oak Park,1 Victoria St,2,h,592000,S,Barry,2023-09-03,11.5,3046,2,1,2.0,577,,,Moreland,-37.7137,144.9167,Northern Metropolitan,2651,13.291263603053904,2023,9,,
Oakleigh South,2/232 Warrigal Rd,3,t,680000,S,Fletchers,2023-09-03,14.7,3167,3,2,1.0,189,123.0,,Monash,-37.9122,145.0853,South-Eastern Metropolitan,3692,13.429849547739444,2023,9,,5528.455284552845
Parkville,50 Strickland Rd,4,h,1230000,S,Nelson,2023-09-03,2.6,3052,4,2,2.0,357,249.0,2009.0,Melbourne,-37.7767,144.9403,Northern Metropolitan,2309,14.0225255403564,2023,9,14.0,4939.759036144578
Pascoe Vale,9 Irvine St,3,h,1120000,S,Brad,2023-09-03,9.9,3044,2,1,2.0,50,141.0,1950.0,Moreland,-37.734,144.9416,Northern Metropolitan,7485,13.928840136128022,2023,9,73.0,7943.262411347518
Pascoe Vale,7 Virginia St,3,h,770000,S,Nelson,2023-09-03,9.9,3044,3,1,4.0,560,120.0,1960.0,Moreland,-37.7156,144.9429,Northern Metropolitan,7485,13.554147092530322,2023,9,63.0,6416.666666666667
Port Melbourne,903/107 Beach St,2,u,1100000,S,Biggin,2023-09-03,3.8,3207,2,2,1.0,0,,,Port Phillip,-37.8405,144.9319,Southern Metropolitan,8648,13.910821646859095,2023,9,,
Prahran,7/36 Grandview Gr,2,u,650000,VB,Hodges,2023-09-03,4.5,3181,2,1,1.0,0,,,Stonnington,-37.85,145.0085,Southern Metropolitan,7717,13.384729180332174,2023,9,,
Prahran,13/37 Greville St,1,u,342000,S,hockingstuart,2023-09-03,4.5,3181,1,1,1.0,0,34.0,1960.0,Stonnington,-37.8486,144.9872,Southern Metropolitan,7717,12.742568940017076,2023,9,63.0,10058.823529411764
Prahran,20a Percy St,2,h,950000,PI,hockingstuart,2023-09-03,4.5,3181,2,1,1.0,88,121.0,2000.0,Stonnington,-37.8503,144.9913,Southern Metropolitan,7717,13.76421831620775,2023,9,23.0,7851.239669421488
Prahran,3/122 Williams Rd,2,u,781000,S,Wilson,2023-09-03,4.5,3181,2,1,1.0,0,73.0,1930.0,Stonnington,-37.8511,145.0029,Southern Metropolitan,7717,13.568331709230735,2023,9,93.0,10698.630136986301
Preston,6 Dalgety St,3,h,1250000,S,Harcourts,2023-09-03,8.8,3072,3,1,2.0,644,141.0,1980.0,Darebin,-37.7419,145.0049,Northern Metropolitan,14577,14.038654909278163,2023,9,43.0,8865.248226950354
Preston,2 Eggleton Ct,3,h,855000,VB,Ray,2023-09-03,8.8,3072,3,1,2.0,584,,,Darebin,-37.7332,145.0252,Northern Metropolitan,14577,13.658857917508856,2023,9,,
Preston,370 Gilbert Rd,4,h,930000,S,Ray,2023-09-03,8.8,3072,4,2,2.0,604,180.0,1920.0,Darebin,-37.7369,144.9905,Northern Metropolitan,14577,13.742940940397677,2023,9,103.0,5166.666666666667
Preston,164 Gower St,4,h,900000,S,Nelson,2023-09-03,8.8,3072,4,2,1.0,530,,1940.0,Darebin,-37.7416,145.016,Northern Metropolitan,14577,13.710151153416941,2023,9,83.0,
Preston,19 Malpas St,4,h,1004000,S,Nelson,2023-09-03,8.8,3072,3,0,0.0,650,,,Darebin,-37.7346,145.0226,Northern Metropolitan,14577,13.819503575249252,2023,9,,
Preston,376 Plenty Rd,3,h,930000,SP,Barry,2023-09-03,8.8,3072,3,1,2.0,518,,,Darebin,-37.7418,145.0095,Northern Metropolitan,14577,13.742940940397677,2023,9,,
Reservoir,1/21 Dumbarton St,3,u,475000,S,Ray,2023-09-03,11.2,3073,3,1,1.0,191,107.0,1990.0,Darebin,-37.7019,145.0256,Northern Metropolitan,21650,13.07107218827772,2023,9,33.0,4439.252336448598
Reservoir,1/147 Purinuan Rd,2,u,415000,PI,Ray,2023-09-03,11.2,3073,2,1,1.0,189,84.0,2012.0,Darebin,-37.708,145.0181,Northern Metropolitan,21650,12.936036208848487,2023,9,11.0,4940.476190476191
Richmond,24 Butler St,2,h,937000,S,Biggin,2023-09-03,2.6,3121,2,1,1.0,125,103.0,1950.0,Yarra,-37.8106,144.994,Northern Metropolitan,14949,13.75043962845585,2023,9,73.0,9097.087378640777
Richmond,81 Erin St,3,h,1260000,S,Biggin,2023-09-03,2.6,3121,2,1,0.0,203,81.0,1900.0,Yarra,-37.8166,144.9945,Northern Metropolitan,14949,14.04662307257814,2023,9,123.0,15555.555555555555
Richmond,52 Lyndhurst St,3,t,1236000,S,Jellis,2023-09-03,2.6,3121,3,2,1.0,675,,,Yarra,-37.8206,145.0003,Northern Metropolitan,14949,14.027391726060934,2023,9,,
Richmond,409/120 Palmer St,2,u,540000,PI,LITTLE,2023-09-03,2.6,3121,2,2,1.0,656,,,Yarra,-37.8195,145.0103,Northern Metropolitan,14949,13.199326270390594,2023,9,,
Richmond,6/25 River St,2,u,795250,S,hockingstuart,2023-09-03,2.6,3121,2,1,2.0,0,85.0,1997.0,Yarra,-37.8164,145.0136,Northern Metropolitan,14949,13.586413067076805,2023,9,26.0,9355.882352941177
Richmond,29/9 Tennyson St,2,u,582000,S,Biggin,2023-09-03,2.6,3121,2,1,1.0,0,75.0,2001.0,Yarra,-37.824,144.9918,Northern Metropolitan,14949,13.274227444925158,2023,9,22.0,7760.0
Richmond,2/65 Westbank Tce,1,u,500000,SP,Domain,2023-09-03,2.6,3121,1,1,1.0,0,,,Yarra,-37.8226,145.013,Northern Metropolitan,14949,13.122365377402328,2023,9,,
Rosanna,20 Rowell St,5,h,1101500,S,Nelson,2023-09-03,11.4,3084,4,2,1.0,629,207.0,1960.0,Banyule,-37.7395,145.0773,Eastern Metropolitan,3540,13.91218435307705,2023,9,63.0,5321.256038647343
Seddon,56 Hamilton St,3,h,1145000,S,Burnham,2023-09-03,6.6,3011,3,1,1.0,350,116.0,1890.0,Maribyrnong,-37.8094,144.8869,Western Metropolitan,2417,13.95091606833254,2023,9,133.0,9870.689655172413
South Melbourne,806/50 Albert Rd,2,u,593000,S,Dingle,2023-09-03,2.1,3205,2,2,1.0,0,83.0,2012.0,Port Phillip,-37.8341,144.9713,Southern Metropolitan,5943,13.292951364319082,2023,9,11.0,7144.578313253012
South Melbourne,157 Napier St,3,h,1600000,SP,Marshall,2023-09-03,2.1,3205,3,2,1.0,88,93.0,1890.0,Port Phillip,-37.8363,144.9628,Southern Metropolitan,5943,14.285514812209815,2023,9,133.0,17204.301075268817
South Yarra,11/276 Domain Rd,1,u,430000,S,hockingstuart,2023-09-03,3.3,3141,2,1,1.0,0,,1970.0,Stonnington,-37.8351,144.9909,Southern Metropolitan,14887,12.971542813248437,2023,9,53.0,
South Yarra,5/38 MacFarlan St,2,u,722000,SP,Jellis,2023-09-03,3.3,3141,2,1,1.0,0,86.0,2003.0,Stonnington,-37.8393,144.9886,Southern Metropolitan,14887,13.489781802915555,2023,9,20.0,8395.348837209302
South Yarra,301/89 River St,2,u,930000,S,hockingstuart,2023-09-03,3.3,3141,2,2,2.0,0,,2000.0,Stonnington,-37.8361,144.9966,Southern Metropolitan,14887,13.742940940397677,2023,9,23.0,
South Yarra,18/34 Rockley Rd,1,u,467500,SP,McGrath,2023-09-03,3.3,3141,1,1,1.0,0,,,Stonnington,-37.8363,145.0003,Southern Metropolitan,14887,13.055156766746023,2023,9,,
South Yarra,9/10 Tivoli Rd,2,u,475000,PI,Buxton,2023-09-03,3.3,3141,2,1,0.0,0,,,Stonnington,-37.8391,144.9984,Southern Metropolitan,14887,13.07107218827772,2023,9,,
Southbank,41/106 Southbank Bvd,3,u,720000,S,VICPROP,2023-09-03,1.2,3006,3,1,1.0,0,106.0,1993.0,Melbourne,-37.8235,144.9655,Southern Metropolitan,8400,13.487007879880162,2023,9,30.0,6792.452830188679
Spotswood,73 The Avenue,3,h,1040000,S,hockingstuart,2023-09-03,7.7,3015,3,1,3.0,690,,1950.0,Hobsons Bay,-37.8272,144.8789,Western Metropolitan,1223,13.854732232655556,2023,9,73.0,
St Kilda,1/170 Barkly St,2,u,509000,S,hockingstuart,2023-09-03,6.1,3182,2,1,1.0,0,,,Port Phillip,-37.8679,144.9813,Southern Metropolitan,13240,13.140205260167273,2023,9,,
St Kilda,31/12 Clyde St,1,u,380000,PI,McGrath,2023-09-03,6.1,3182,1,1,1.0,0,50.0,1960.0,Port Phillip,-37.8656,144.9782,Southern Metropolitan,13240,12.847929163278053,2023,9,63.0,7600.0
Strathmore,78 Hillsyde Pde,3,h,905000,S,Considine,2023-09-03,9.7,3041,3,2,2.0,662,,,Moonee Valley,-37.7356,144.9242,Western Metropolitan,3284,13.715691327653829,2023,9,,
Strathmore,27 Woolart St,4,h,1052000,S,Considine,2023-09-03,9.7,3041,4,2,2.0,699,,,Moonee Valley,-37.7207,144.9073,Western Metropolitan,3284,13.866204622849683,2023,9,,
Sunshine,1/136 Wright St,2,u,260000,PI,Douglas,2023-09-03,12.6,3020,2,1,1.0,79,,,Brimbank,-37.7952,144.8262,Western Metropolitan,3755,12.468440756144114,2023,9,,
Sunshine North,23 Compton Pde,4,h,716000,S,Barry,2023-09-03,13.3,3020,4,1,1.0,683,,,Brimbank,-37.7694,144.8321,Western Metropolitan,4217,13.481436842589853,2023,9,,
Sunshine West,73 Talintyre Rd,3,h,496000,S,Barry,2023-09-03,13.5,3020,3,1,2.0,780,,,Brimbank,-37.8004,144.8105,Western Metropolitan,6763,13.114333221834064,2023,9,,
Surrey Hills,36 Banool Rd,4,h,2440000,S,Marshall,2023-09-03,11.2,3127,4,3,2.0,596,264.0,1930.0,Boroondara,-37.8154,145.0927,Southern Metropolitan,5457,14.707509007105367,2023,9,93.0,9242.424242424242
Surrey Hills,2/33 Chestnut St,3,t,1110000,S,Fletchers,2023-09-03,11.2,3127,4,2,2.0,401,129.0,1970.0,Whitehorse,-37.8332,145.1105,Southern Metropolitan,5457,13.919871474189012,2023,9,53.0,8604.651162790698
Surrey Hills,112 Croydon Rd,4,h,2128000,S,Fletchers,2023-09-03,11.2,3127,4,3,2.0,771,312.0,2000.0,Boroondara,-37.8239,145.0969,Southern Metropolitan,5457,14.570693599368374,2023,9,23.0,6820.51282051282
Surrey Hills,28 Guildford Rd,3,h,2009000,S,Noel,2023-09-03,11.2,3127,3,1,2.0,843,,,Boroondara,-37.822,145.0897,Southern Metropolitan,5457,14.513148141557027,2023,9,,
Surrey Hills,226 Union Rd,5,h,2200000,VB,RT,2023-09-03,11.2,3127,5,3,2.0,735,235.0,1920.0,Boroondara,-37.8175,145.0987,Southern Metropolitan,5457,14.603968372873895,2023,9,103.0,9361.702127659575
Templestowe Lower,25 Clauscen St,3,h,1150000,S,Ray,2023-09-03,13.8,3107,4,2,2.0,649,,,Manningham,-37.7642,145.1157,Eastern Metropolitan,5420,13.955273369904273,2023,9,,
Templestowe Lower,3 Waratah Dr,4,h,1201000,SP,Zahn,2023-09-03,13.8,3107,4,2,2.0,657,221.0,1978.0,Manningham,-37.7624,145.1175,Eastern Metropolitan,5420,13.998665933701242,2023,9,45.0,5434.3891402714935
Thornbury,2/305 Rossmoyne St,3,u,510000,VB,Jellis,2023-09-03,6.5,3071,3,1,1.0,0,,,Darebin,-37.7591,145.0211,Northern Metropolitan,8870,13.1421679654829,2023,9,,
Viewbank,52 Rosemar Cct,4,h,910000,S,Miles,2023-09-03,13.8,3084,4,2,2.0,626,,,Banyule,-37.735,145.0921,Eastern Metropolitan,2698,13.721200977393528,2023,9,,
Viewbank,4 The Glade,3,h,960000,S,Miles,2023-09-03,13.8,3084,4,2,2.0,656,183.0,1990.0,Banyule,-37.7322,145.0995,Eastern Metropolitan,2698,13.774689605110144,2023,9,33.0,5245.901639344263
West Melbourne,44 Anderson St,3,t,1010000,S,Jellis,2023-09-03,1.9,3003,3,3,2.0,0,132.0,1940.0,Melbourne,-37.8048,144.9424,Northern Metropolitan,2230,13.825461878915961,2023,9,83.0,7651.515151515152
Williamstown,4 Freyer St,4,h,1325000,S,hockingstuart,2023-09-03,8.0,3016,3,2,1.0,452,,,Hobsons Bay,-37.855,144.8905,Western Metropolitan,6380,14.096923772119156,2023,9,,
Williamstown,46 Pasco St,4,h,1400000,S,Gunn&Co,2023-09-03,8.0,3016,4,2,1.0,320,160.0,1950.0,Hobsons Bay,-37.8613,144.8988,Western Metropolitan,6380,14.151983508870947,2023,9,73.0,8750.0
Williamstown,54 Twyford St,3,h,1535000,S,Greg,2023-09-03,8.0,3016,3,1,1.0,507,186.0,1910.0,Hobsons Bay,-37.8681,144.8994,Western Metropolitan,6380,14.24404159046902,2023,9,113.0,8252.68817204301
Williamstown North,4/4 Florence St,2,t,500000,VB,Village,2023-09-03,8.9,3016,2,1,1.0,53,,,Hobsons Bay,-37.8563,144.8782,Western Metropolitan,802,13.122365377402328,2023,9,,
Windsor,207/152 Peel St,2,u,580000,VB,Jellis,2023-09-03,5.1,3181,2,2,1.0,0,78.0,2012.0,Port Phillip,-37.8558,144.9903,Southern Metropolitan,4380,13.270785106659046,2023,9,11.0,7435.897435897436
Yallambie,11 Tarcoola Dr,4,h,700000,S,Barry,2023-09-03,15.0,3085,4,1,1.0,530,,,Banyule,-37.7251,145.1053,Northern Metropolitan,1369,13.45883704259595,2023,9,,
Yarraville,13 Benbow St,3,h,1000000,S,Jas,2023-09-03,7.0,3013,3,2,1.0,448,147.0,1940.0,Maribyrnong,-37.8228,144.8799,Western Metropolitan,6543,13.815511557963774,2023,9,83.0,6802.721088435374
Yarraville,6 Sanderson St,2,h,890000,SP,Village,2023-09-03,7.0,3013,3,1,2.0,471,103.0,1950.0,Maribyrnong,-37.8149,144.8707,Western Metropolitan,6543,13.698977865303197,2023,9,73.0,8640.776699029126
Yarraville,40 Tarrengower St,2,h,760000,SP,Jas,2023-09-03,7.0,3013,2,1,1.0,134,,,Maribyrnong,-37.8176,144.8911,Western Metropolitan,6543,13.541075028051122,2023,9,,
Yarraville,83 Tarrengower St,3,h,1165000,S,Village,2023-09-03,7.0,3013,3,1,0.0,191,105.0,1910.0,Maribyrnong,-37.8175,144.8879,Western Metropolitan,6543,13.968232503350668,2023,9,113.0,11095.238095238095
Abbotsford,85 Turner St,2,h,1480000,S,Biggin,2023-12-03,2.5,3067,2,1,1.0,202,,,Yarra,-37.7996,144.9984,Northern Metropolitan,4019,14.207553321415745,2023,12,,
Airport West,50 Bedford St,3,h,730000,VB,Nelson,2023-12-03,13.5,3042,3,2,1.0,0,145.0,1965.0,Moonee Valley,-37.7203,144.8755,Western Metropolitan,3464,13.500801182986649,2023,12,58.0,5034.482758620689
Altona,59 Bracken Gr,5,h,1525000,S,Greg,2023-12-03,13.8,3018,5,3,3.0,729,268.0,2005.0,Hobsons Bay,-37.8721,144.8105,Western Metropolitan,5301,14.23750562376114,2023,12,18.0,5690.298507462687
Armadale,1/42 Adelaide St,2,u,550000,VB,Noel,2023-12-03,6.3,3143,2,1,0.0,861,,,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836,13.217675375388819,2023,12,,
Armadale,14/71 Denbigh Rd,3,u,995000,S,Marshall,2023-12-03,6.3,3143,3,2,2.0,0,100.0,1998.0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836,13.81049902116535,2023,12,25.0,9950.0
Armadale,4/769 High St,3,t,1205000,S,Jellis,2023-12-03,6.3,3143,3,2,2.0,101,105.0,2000.0,Stonnington,-37.854,145.0135,Southern Metropolitan,4836,14.001990954782066,2023,12,23.0,11476.190476190477
Armadale,7 Llaneast St,3,h,1939000,S,Jellis,2023-12-03,6.3,3143,3,2,2.0,296,150.0,1889.0,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836,14.477683449954414,2023,12,134.0,12926.666666666666
Armadale,9/55 Northcote Rd,1,u,421500,S,Biggin,2023-12-03,6.3,3143,1,1,0.0,0,,,Stonnington,-37.853,145.0167,Southern Metropolitan,4836,12.951577428900473,2023,12,,
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,2023-12-03,5.9,3032,3,1,2.0,298,108.0,1920.0,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567,13.753636218075409,2023,12,103.0,8703.703703703704
Ascot Vale,9/5 Rothwell St,2,u,467000,SP,Brad,2023-12-03,5.9,3032,2,1,1.0,0,62.0,1980.0,Moonee Valley,-37.7761,144.9201,Western Metropolitan,6567,13.054086677976365,2023,12,43.0,7532.258064516129
Ashburton,69 Albion Rd,3,h,1670000,S,Jellis,2023-12-03,11.0,3147,3,2,2.0,599,220.0,1930.0,Boroondara,-37.8673,145.0688,Southern Metropolitan,3052,14.328334783195153,2023,12,93.0,7590.909090909091
Ashburton,1/17 Ashburn Gr,3,t,955000,S,Buxton,2023-12-03,11.0,3147,3,2,2.0,203,,,Boroondara,-37.8655,145.0807,Southern Metropolitan,3052,13.769467666582738,2023,12,,
Ashburton,3/39 Solway St,3,t,2050000,S,Fletchers,2023-12-03,11.0,3147,3,3,4.0,310,315.0,2014.0,Boroondara,-37.874,145.0714,Southern Metropolitan,3052,14.53335083891935,2023,12,9.0,6507.936507936508
Ashwood,28 Raymond St,3,h,1250000,S,Woodards,2023-12-03,12.2,3147,3,1,1.0,842,,,Monash,-37.867,145.1092,Southern Metropolitan,2894,14.038654909278163,2023,12,,
Avondale Heights,157 Canning St,3,t,851000,S,Nelson,2023-12-03,10.5,3034,3,3,1.0,557,181.0,2017.0,Moonee Valley,-37.77,144.8572,Western Metropolitan,4502,13.654168582642953,2023,12,6.0,4701.657458563536
Balaclava,7/72 Grosvenor St,2,u,410000,PI,hockingstuart,2023-12-03,6.6,3183,2,1,2.0,0,61.0,1965.0,Port Phillip,-37.8731,144.9958,Southern Metropolitan,2952,12.923914877701906,2023,12,58.0,6721.311475409836
Balwyn,2/74 Balwyn Rd,3,u,1070000,SA,Philip,2023-12-03,9.7,3103,3,2,2.0,206,112.0,1998.0,Boroondara,-37.8161,145.0812,Southern Metropolitan,5682,13.883170141017091,2023,12,25.0,9553.57142857143
Balwyn,112 Belmore Rd,5,h,2570000,PI,RT,2023-12-03,9.7,3103,5,3,2.0,715,420.0,2009.0,Boroondara,-37.8028,145.0768,Southern Metropolitan,5682,14.759416845976386,2023,12,14.0,6119.047619047619
Balwyn,27 Bevan St,4,h,2400000,VB,RW,2023-12-03,9.7,3103,4,2,2.0,744,226.0,1985.0,Boroondara,-37.8147,145.0748,Southern Metropolitan,5682,14.690979711984754,2023,12,38.0,10619.469026548673
Balwyn,129 Gordon St,3,h,2200000,S,North,2023-12-03,9.7,3103,3,3,2.0,651,266.0,,Boroondara,-37.8085,145.0764,Southern Metropolitan,5682,14.603968372873895,2023,12,,8270.676691729323
Balwyn,4 Melba Ct,5,h,3250000,PI,hockingstuart,2023-12-03,9.7,3103,5,5,2.0,651,410.0,,Boroondara,-37.8071,145.0908,Southern Metropolitan,5682,14.99416586199818,2023,12,,7926.829268292683
Balwyn,5/14 Parring Rd,2,u,806000,S,Noel,2023-12-03,9.7,3103,2,1,1.0,122,97.0,1977.0,Boroondara,-37.8124,145.0916,Southern Metropolitan,5682,13.599840262182784,2023,12,46.0,8309.278350515464
Balwyn,349 Union Rd,6,h,4000000,VB,Jellis,2023-12-03,9.7,3103,6,4,7.0,2051,449.0,1935.0,Boroondara,-37.8051,145.1016,Southern Metropolitan,5682,15.201805169084134,2023,12,88.0,8908.685968819598
Balwyn,3/10 Westminster St,2,h,1215000,S,Jellis,2023-12-03,9.7,3103,2,2,2.0,0,,,Boroondara,-37.8134,145.0972,Southern Metropolitan,5682,14.010255457801716,2023,12,,
Balwyn,22 Yongala St,5,h,2250000,PI,Noel,2023-12-03,9.7,3103,5,3,2.0,600,356.0,2006.0,Boroondara,-37.8061,145.0801,Southern Metropolitan,5682,14.626441218624949,2023,12,17.0,6320.224719101124
Balwyn North,30 Abbott St,7,h,1350000,PI,Barry,2023-12-03,9.2,3104,7,2,0.0,942,,,Boroondara,-37.7923,145.1029,Southern Metropolitan,7809,14.115615891155079,2023,12,,
Balwyn North,25 Bolinda Rd,4,h,1905000,S,Noel,2023-12-03,9.2,3104,4,2,2.0,647,185.0,1955.0,Boroondara,-37.7917,145.0868,Southern Metropolitan,7809,14.459993091477184,2023,12,68.0,10297.297297297297
Balwyn North,3 Dumblane St,5,h,3300000,PI,hockingstuart,2023-12-03,9.2,3104,5,4,2.0,760,477.0,2015.0,Boroondara,-37.7907,145.0907,Southern Metropolitan,7809,15.009433329466965,2023,12,8.0,6918.238993710692
Balwyn North,30 Hood St,4,h,1900000,VB,Fletchers,2023-12-03,9.2,3104,4,2,2.0,642,215.0,1955.0,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809,14.45736497045232,2023,12,68.0,8837.209302325582
Balwyn North,36 Kenny St,3,h,2251000,S,Marshall,2023-12-03,9.2,3104,3,1,2.0,888,137.0,1950.0,Boroondara,-37.8002,145.0949,Southern Metropolitan,7809,14.626885564135772,2023,12,73.0,16430.656934306568
Balwyn North,13 Riverview Rd,4,h,2205000,PI,RW,2023-12-03,9.2,3104,4,2,2.0,750,214.0,1950.0,Boroondara,-37.7906,145.0788,Southern Metropolitan,7809,14.606238520377719,2023,12,73.0,10303.73831775701
Balwyn North,43 Sweyn St,3,h,1265000,S,hockingstuart,2023-12-03,9.2,3104,3,2,1.0,347,160.0,2011.0,Boroondara,-37.7947,145.1035,Southern Metropolitan,7809,14.05058347065728,2023,12,12.0,7906.25
Bentleigh,32 Leckie St,2,h,1550000,S,Woodards,2023-12-03,13.0,3204,2,1,4.0,730,,,Glen Eira,-37.9207,145.0479,Southern Metropolitan,6795,14.253766134056512,2023,12,,
Bentleigh,7 Marquis Rd,4,h,1420000,S,Woodards,2023-12-03,13.0,3204,4,1,4.0,786,,,Glen Eira,-37.9305,145.0449,Southern Metropolitan,6795,14.166168133802548,2023,12,,
Bentleigh,11 Rogers Rd,3,h,1425000,S,Buxton,2023-12-03,13.0,3204,3,2,2.0,613,143.0,1960.0,Glen Eira,-37.9311,145.0428,Southern Metropolitan,6795,14.169683073439028,2023,12,63.0,9965.034965034965
